,사용월,호선명,지하철역,작업일자,time,승하차구분 ,population
438,201601,경의선,강매,20160208,06시-07시,하차,692
439,201601,경의선,강매,20160208,07시-08시,승차,13212
440,201601,경의선,강매,20160208,07시-08시,하차,1022
441,201601,경의선,강매,20160208,08시-09시,승차,12515
442,201601,경의선,강매,20160208,08시-09시,하차,2029
443,201601,경의선,강매,20160208,09시-10시,승차,5549
444,201601,경의선,강매,20160208,09시-10시,하차,1250
445,201601,경의선,강매,20160208,10시-11시,승차,4370
446,201601,경의선,강매,20160208,10시-11시,하차,1083
447,201601,경의선,강매,20160208,11시-12시,승차,3876
448,201601,경의선,강매,20160208,11시-12시,하차,1155
449,201601,경의선,강매,20160208,12시-13시,승차,3605
450,201601,경의선,강매,20160208,12시-13시,하차,1586
451,201601,경의선,강매,20160208,13시-14시,승차,3375
452,201601,경의선,강매,20160208,13시-14시,하차,1895
453,201601,경의선,강매,20160208,14시-15시,승차,2579
454,201601,경의선,강매,20160208,14시-15시,하차,2275
455,201601,경의선,강매,20160208,15시-16시,승차,2412
456,201601,경의선,강매,20160208,15시-16시,하차,2729
457,201601,경의선,강매,20160208,16시-17시,승차,2291
458,201601,경의선,강매,20160208,16시-17시,하차,4139
459,201601,경의선,강매,20160208,17시-18시,승차,2342
460,201601,경의선,강매,20160208,17시-18시,하차,4307
461,201601,경의선,강매,20160208,18시-19시,승차,2603
462,201601,경의선,강매,20160208,18시-19시,하차,6319
463,201601,경의선,강매,20160208,19시-20시,승차,1379
464,201601,경의선,강매,20160208,19시-20시,하차,7893
465,201601,경의선,강매,20160208,20시-21시,승차,789
466,201601,경의선,강매,20160208,20시-21시,하차,6504
467,201601,경의선,강매,20160208,21시-22시,승차,617
468,201601,경의선,강매,20160208,21시-22시,하차,4335
469,201601,경의선,강매,20160208,22시-23시,승차,476
470,201601,경의선,강매,20160208,22시-23시,하차,5508
471,201601,경의선,강매,20160208,23시-24시,승차,237
472,201601,경의선,강매,20160208,23시-24시,하차,3150
